Month,S&P500,Dividends,Earnings,CPI,10-year rate,Gold,President age,Temperature
Dec-73,94.78,0.28,0.68,46.2,0.067400,112.25,731,-0.06
Jan-74,96.11,0.28,0.69,46.6,0.069900,132.5,732,-0.15
Feb-74,93.45,0.29,0.69,47.2,0.069600,162.5,733,-0.29
Mar-74,97.44,0.29,0.7,47.8,0.072100,173,734,-0.06
Apr-74,92.46,0.29,0.71,48,0.075100,169.25,735,-0.12
May-74,89.67,0.29,0.72,48.6,0.075800,156.75,736,-0.02
Jun-74,89.79,0.29,0.73,49,0.075400,144.25,737,-0.06
Jul-74,79.31,0.29,0.74,49.4,0.078100,156,738,-0.05
Aug-74,76.03,0.3,0.75,50,0.080400,156,733,0.11
Sep-74,68.12,0.3,0.76,50.6,0.080400,151.25,734,-0.11
Oct-74,69.44,0.3,0.75,51.1,0.079000,167,735,-0.08
Nov-74,71.74,0.3,0.75,51.5,0.076800,184,736,-0.07
Dec-74,67.07,0.3,0.74,51.9,0.074300,186.5,737,-0.09
Jan-75,72.56,0.3,0.73,52.1,0.075000,175.8,738,0.07
Feb-75,80.1,0.3,0.72,52.5,0.073900,181.75,739,0.07
Mar-75,83.78,0.31,0.7,52.7,0.077300,177.25,740,0.13
Apr-75,84.72,0.31,0.69,52.9,0.082300,167,741,0.05
May-75,90.1,0.31,0.68,53.2,0.080600,167,742,0.16
Jun-75,92.4,0.31,0.66,53.6,0.078600,166.25,743,0
Jul-75,92.49,0.31,0.66,54.2,0.080600,166.7,744,-0.01
Aug-75,85.71,0.31,0.65,54.3,0.084000,159.8,745,-0.19
Sep-75,84.67,0.31,0.65,54.6,0.084300,141.25,746,-0.03
Oct-75,88.57,0.31,0.65,54.9,0.081400,142.9,747,-0.09
Nov-75,90.07,0.31,0.66,55.3,0.080500,138.15,748,-0.16
Dec-75,88.7,0.31,0.66,55.5,0.080000,140.25,749,-0.17
Jan-76,96.86,0.31,0.68,55.6,0.077400,128.15,750,-0.01
Feb-76,100.6,0.31,0.7,55.8,0.077900,132.3,751,-0.06
Mar-76,101.1,0.31,0.72,55.9,0.077300,129.6,752,-0.21
Apr-76,101.9,0.31,0.74,56.1,0.075600,128.4,753,-0.08
May-76,101.2,0.31,0.75,56.5,0.079000,125.5,754,-0.24
Jun-76,101.8,0.31,0.77,56.8,0.078600,123.8,755,-0.16
Jul-76,104.2,0.32,0.78,57.1,0.078300,112.5,756,-0.1
Aug-76,103.3,0.32,0.79,57.4,0.077700,104,757,-0.15
Sep-76,105.5,0.32,0.8,57.6,0.075900,116,758,-0.09
Oct-76,101.9,0.33,0.81,57.9,0.074100,123.15,759,-0.26
Nov-76,101.2,0.33,0.82,58,0.072900,130.25,760,-0.04
Dec-76,104.7,0.34,0.83,58.2,0.068700,134.5,761,0.1
Jan-77,103.8,0.34,0.83,58.5,0.072100,132.3,627,0.19
Feb-77,101,0.35,0.84,59.1,0.073900,142.75,628,0.22
Mar-77,100.6,0.35,0.84,59.5,0.074600,148.9,629,0.25
Apr-77,99.05,0.35,0.85,60,0.073700,147.25,630,0.27
May-77,98.76,0.36,0.86,60.3,0.074600,142.95,631,0.3
Jun-77,99.29,0.36,0.87,60.7,0.072800,143,632,0.24
Jul-77,100.2,0.37,0.88,61,0.073300,144.1,633,0.2
Aug-77,97.75,0.37,0.88,61.2,0.074000,146,634,0.16
Sep-77,96.23,0.38,0.89,61.4,0.073400,154.05,635,0
Oct-77,93.74,0.38,0.9,61.6,0.075200,161.5,636,0.02
Nov-77,94.28,0.38,0.9,61.9,0.075800,160.05,637,0.17
Dec-77,93.82,0.39,0.91,62.1,0.076900,164.95,638,0.02
Jan-78,90.25,0.39,0.91,62.5,0.079600,175.75,639,0.06
Feb-78,88.98,0.4,0.91,62.9,0.080300,182.25,640,0.14
Mar-78,88.82,0.4,0.91,63.4,0.080400,181.6,641,0.21
Apr-78,92.71,0.4,0.92,63.9,0.081500,170.85,642,0.15
May-78,97.41,0.41,0.93,64.5,0.083500,184.15,643,0.06
Jun-78,97.66,0.41,0.94,65.2,0.084600,183.05,644,-0.02
Jul-78,97.19,0.41,0.95,65.7,0.086400,200.25,645,0.03
Aug-78,103.9,0.42,0.95,66,0.084100,208.7,646,-0.17
Sep-78,103.9,0.42,0.96,66.5,0.084200,217.1,647,0.05
Oct-78,100.6,0.42,0.99,67.1,0.086400,242.6,648,0
Nov-78,94.71,0.42,1.01,67.4,0.088100,193.4,649,0.16
Dec-78,96.11,0.42,1.03,67.7,0.090100,226,650,0.1
Jan-79,99.71,0.43,1.05,68.3,0.091000,233.7,651,0.12
Feb-79,98.23,0.43,1.08,69.1,0.091000,251.3,652,-0.1
Mar-79,100.1,0.43,1.11,69.8,0.091200,240.1,653,0.18
Apr-79,102.1,0.44,1.13,70.6,0.091800,245.3,654,0.13
May-79,99.73,0.44,1.15,71.5,0.092500,274.6,655,0.06
Jun-79,101.7,0.45,1.17,72.3,0.089100,277.5,656,0.13
Jul-79,102.7,0.45,1.18,73.1,0.089500,296.45,657,0.02
Aug-79,107.4,0.45,1.2,73.8,0.090300,315.1,658,0.14
Sep-79,108.6,0.46,1.22,74.6,0.093300,397.25,659,0.25
Oct-79,104.5,0.46,1.23,75.2,0.103000,382,660,0.24
Nov-79,103.7,0.47,1.23,75.9,0.106500,415.65,661,0.28
Dec-79,107.8,0.47,1.24,76.7,0.103900,512,662,0.47
Jan-80,110.9,0.48,1.25,77.8,0.108000,653,663,0.3
Feb-80,115.3,0.48,1.26,78.9,0.124100,637,664,0.43
Mar-80,104.7,0.48,1.27,80.1,0.127500,494.5,665,0.3
Apr-80,103,0.49,1.26,81,0.114700,518,666,0.33
May-80,107.7,0.49,1.25,81.8,0.101800,535.5,667,0.36
Jun-80,114.6,0.5,1.25,82.7,0.097800,653.5,668,0.17
Jul-80,119.8,0.5,1.24,82.7,0.102500,614.25,669,0.29
Aug-80,123.5,0.5,1.23,83.3,0.111000,631.25,670,0.23
Sep-80,126.5,0.51,1.22,84,0.115100,666.75,671,0.19
Oct-80,130.2,0.51,1.23,84.8,0.117500,629,672,0.18
Nov-80,135.7,0.51,1.23,85.5,0.126800,619.75,673,0.29
Dec-80,133.5,0.51,1.24,86.3,0.128400,589.75,674,0.2
Jan-81,133,0.52,1.23,87,0.125700,506.5,839,0.55
Feb-81,128.4,0.52,1.22,87.9,0.131900,489,840,0.41
Mar-81,133.2,0.52,1.22,88.5,0.131200,513.75,841,0.49
Apr-81,134.4,0.53,1.23,89.1,0.136800,482.75,842,0.31
May-81,131.7,0.53,1.24,89.8,0.141000,479.25,843,0.24
Jun-81,132.3,0.53,1.25,90.6,0.134700,426,844,0.32
Jul-81,129.1,0.54,1.26,91.6,0.142800,406,845,0.34
Aug-81,129.6,0.54,1.27,92.3,0.149400,425,846,0.32
Sep-81,118.3,0.54,1.27,93.2,0.153200,428.75,847,0.17
Oct-81,119.8,0.55,1.28,93.4,0.151500,427,848,0.14
Nov-81,122.9,0.55,1.28,93.7,0.133900,414.5,849,0.24
Dec-81,123.8,0.55,1.28,94,0.137200,397.5,850,0.43
Jan-82,117.3,0.56,1.26,94.3,0.145900,387,851,0.1
Feb-82,114.5,0.56,1.25,94.6,0.144300,362.6,852,0.15
Mar-82,110.8,0.56,1.23,94.5,0.138600,320,853,-0.01
Apr-82,116.3,0.56,1.22,94.9,0.138700,361.25,854,0.09
May-82,116.4,0.57,1.2,95.8,0.136200,325.25,855,0.16
Jun-82,109.7,0.57,1.18,97,0.143000,317.5,856,0.05
Jul-82,109.4,0.57,1.16,97.5,0.139500,342.9,857,0.13
Aug-82,109.7,0.57,1.15,97.7,0.130600,411.5,858,0.07
Sep-82,122.4,0.57,1.13,97.9,0.123400,397,859,0.14
Oct-82,132.7,0.57,1.1,98.2,0.109100,423.25,860,0.13
Nov-82,138.1,0.57,1.08,98,0.105500,436,861,0.15
Dec-82,139.4,0.57,1.05,97.6,0.105400,456.9,862,0.43
Jan-83,144.3,0.57,1.05,97.8,0.104600,499.5,863,0.52
Feb-83,146.8,0.57,1.04,97.9,0.107200,408.5,864,0.4
Mar-83,151.9,0.58,1.04,97.9,0.105100,414.75,865,0.42
Apr-83,157.7,0.58,1.04,98.6,0.104000,429.25,866,0.31
May-83,164.1,0.58,1.04,99.2,0.103800,437.5,867,0.36
Jun-83,166.4,0.58,1.05,99.5,0.108500,416,868,0.2
Jul-83,167,0.58,1.07,99.9,0.113800,422,869,0.17
Aug-83,162.4,0.58,1.09,100.2,0.118500,414.25,870,0.33
Sep-83,167.2,0.58,1.11,100.7,0.116500,405,871,0.39
Oct-83,167.7,0.59,1.13,101,0.115400,382,872,0.16
Nov-83,165.2,0.59,1.15,101.2,0.116900,405,873,0.32
Dec-83,164.4,0.59,1.17,101.3,0.118300,382.4,874,0.17
Jan-84,166.4,0.59,1.2,101.9,0.116700,373.75,875,0.3
Feb-84,157.3,0.6,1.24,102.4,0.118400,394.25,876,0.17
Mar-84,157.4,0.6,1.27,102.6,0.123200,388.5,877,0.29
Apr-84,157.6,0.6,1.3,103.1,0.126300,375.8,878,0.09
May-84,156.6,0.61,1.32,103.4,0.134100,384.25,879,0.33
Jun-84,153.1,0.61,1.35,103.7,0.135600,373.05,880,0.06
Jul-84,151.1,0.61,1.36,104.1,0.133600,342.35,881,0.17
Aug-84,164.4,0.61,1.37,104.5,0.127200,348.25,882,0.16
Sep-84,166.1,0.62,1.38,105,0.125200,343.75,883,0.21
Oct-84,164.8,0.62,1.38,105.3,0.121600,333.5,884,0.16
Nov-84,166.3,0.62,1.38,105.3,0.115700,329,885,0.06
Dec-84,164.5,0.63,1.39,105.3,0.115000,308.3,886,-0.05
Jan-85,171.6,0.63,1.38,105.5,0.113800,306.65,887,0.22
Feb-85,180.9,0.63,1.37,106,0.115100,287.75,888,-0.06
Mar-85,179.4,0.64,1.37,106.4,0.118600,329.25,889,0.17
Apr-85,180.6,0.64,1.34,106.9,0.114300,321.35,890,0.11
May-85,184.9,0.64,1.32,107.3,0.108500,314,891,0.17
Jun-85,188.9,0.65,1.3,107.6,0.101600,317.75,892,0.18
Jul-85,192.5,0.65,1.29,107.8,0.103100,327.5,893,-0.01
Aug-85,188.3,0.65,1.28,108,0.103300,333.25,894,0.15
Sep-85,184.1,0.65,1.27,108.3,0.103700,325.75,895,0.15
Oct-85,186.2,0.66,1.25,108.7,0.102400,325.1,896,0.11
Nov-85,197.5,0.66,1.23,109,0.097800,325.3,897,0.09
Dec-85,207.3,0.66,1.22,109.3,0.092600,326.8,898,0.15
Jan-86,208.2,0.66,1.22,109.6,0.091900,350.5,899,0.29
Feb-86,219.4,0.67,1.21,109.3,0.087000,338.15,900,0.39
Mar-86,232.3,0.67,1.21,108.8,0.077800,344,901,0.28
Apr-86,238,0.67,1.22,108.6,0.073000,345.75,902,0.24
May-86,238.5,0.67,1.22,108.9,0.077100,343.2,903,0.25
Jun-86,245.3,0.68,1.23,109.5,0.078000,346.75,904,0.11
Jul-86,240.2,0.68,1.23,109.5,0.073000,357.5,905,0.11
Aug-86,245,0.68,1.23,109.7,0.071700,384.7,906,0.12
Sep-86,238.3,0.69,1.24,110.2,0.074500,423.2,907,0
Oct-86,237.4,0.69,1.23,110.3,0.074300,401,908,0.13
Nov-86,245.1,0.69,1.22,110.4,0.072500,389.5,909,0.11
Dec-86,248.6,0.69,1.21,110.5,0.071100,388.75,910,0.17
Jan-87,264.5,0.69,1.22,111.2,0.070800,400.5,911,0.36
Feb-87,280.9,0.69,1.24,111.6,0.072500,405.85,912,0.46
Mar-87,292.5,0.7,1.26,112.1,0.072500,421,913,0.16
Apr-87,289.3,0.7,1.24,112.7,0.080200,453.25,914,0.22
May-87,289.1,0.71,1.22,113.1,0.086100,451,915,0.25
Jun-87,301.4,0.71,1.2,113.5,0.084000,447.3,916,0.37
Jul-87,310.1,0.71,1.24,113.8,0.084500,462.5,917,0.45
Aug-87,329.4,0.72,1.28,114.4,0.087600,453.4,918,0.28
Sep-87,318.7,0.72,1.32,115,0.094200,459.5,919,0.39
Oct-87,280.2,0.73,1.37,115.3,0.095200,468.8,920,0.32
Nov-87,245,0.73,1.41,115.4,0.088600,492.5,921,0.25
Dec-87,241,0.73,1.46,115.4,0.089900,484.1,922,0.48
Jan-88,250.5,0.74,1.49,115.7,0.086700,458,923,0.57
Feb-88,258.1,0.74,1.52,116,0.082100,426.15,924,0.43
Mar-88,265.7,0.75,1.55,116.5,0.083700,456.95,925,0.51
Apr-88,262.6,0.75,1.63,117.1,0.087200,449,926,0.45
May-88,256.1,0.76,1.72,117.5,0.090900,455.5,927,0.43
Jun-88,270.7,0.77,1.81,118,0.089200,436.55,928,0.43
Jul-88,269.1,0.78,1.84,118.5,0.090600,436.8,929,0.34
Aug-88,263.7,0.78,1.86,119,0.092600,427.75,930,0.47
Sep-88,268,0.79,1.89,119.8,0.089800,396.7,931,0.41
Oct-88,277.4,0.8,1.92,120.2,0.088000,412.4,932,0.39
Nov-88,271,0.8,1.95,120.3,0.089600,422.6,933,0.12
Dec-88,276.5,0.81,1.98,120.5,0.091100,410.25,934,0.33
Jan-89,285.4,0.82,2.01,121.1,0.090900,394,775,0.15
Feb-89,294,0.82,2.05,121.6,0.091700,387,776,0.35
Mar-89,292.7,0.83,2.08,122.3,0.093600,383.2,777,0.36
Apr-89,302.3,0.84,2.09,123.1,0.091800,377.55,778,0.33
May-89,313.9,0.85,2.09,123.8,0.088600,361.8,779,0.16
Jun-89,323.7,0.86,2.1,124.1,0.082800,373,780,0.14
Jul-89,331.9,0.87,2.06,124.4,0.080200,368.3,781,0.33
Aug-89,346.6,0.88,2.02,124.6,0.081100,359.8,782,0.37
Sep-89,347.3,0.89,1.97,125,0.081900,366.5,783,0.37
Oct-89,347.4,0.9,1.95,125.6,0.080100,375.3,784,0.31
Nov-89,340.2,0.91,1.93,125.9,0.078700,408.15,785,0.2
Dec-89,348.6,0.92,1.91,126.1,0.078400,398.6,786,0.38
Jan-90,339.97,0.93,1.87,127.4,0.082100,415.05,787,0.4
Feb-90,330.45,0.94,1.84,128,0.084700,407.7,788,0.41
Mar-90,338.46,0.94,1.81,128.7,0.085900,368.5,789,0.76
Apr-90,338.18,0.95,1.79,128.9,0.087900,367.75,790,0.55
May-90,350.25,0.96,1.78,129.2,0.087600,363.05,791,0.46
Jun-90,360.39,0.97,1.77,129.9,0.084800,352.2,792,0.38
Jul-90,360.03,0.98,1.79,130.4,0.084700,372.3,793,0.43
Aug-90,330.75,0.98,1.8,131.6,0.087500,387.75,794,0.3
Sep-90,315.41,0.99,1.81,132.7,0.088900,408.4,795,0.28
Oct-90,307.12,0.99,1.8,133.5,0.087200,379.5,796,0.41
Nov-90,315.29,1,1.79,133.8,0.083900,384.85,797,0.45
Dec-90,328.75,1.01,1.78,133.8,0.080800,386.2,798,0.4
Jan-91,325.49,1.01,1.77,134.6,0.080900,366,799,0.4
Feb-91,362.26,1.01,1.75,134.8,0.078500,362.7,800,0.49
Mar-91,372.28,1.01,1.75,135,0.081100,355.65,801,0.34
Apr-91,379.68,1.01,1.7,135.2,0.080400,357.75,802,0.52
May-91,377.99,1.01,1.65,135.6,0.080700,360.4,803,0.37
Jun-91,378.29,1.01,1.62,136,0.082800,368.35,804,0.52
Jul-91,380.23,1.02,1.57,136.2,0.082700,362.85,805,0.47
Aug-91,389.4,1.02,1.53,136.6,0.079000,347.4,806,0.39
Sep-91,387.2,1.02,1.49,137.2,0.076500,354.9,807,0.48
Oct-91,386.88,1.02,1.43,137.4,0.075300,357.45,808,0.29
Nov-91,385.92,1.02,1.38,137.8,0.074200,366.3,809,0.31
Dec-91,388.51,1.02,1.33,137.9,0.070900,353.15,810,0.32
Jan-92,416.08,1.02,1.34,138.1,0.070300,354.1,811,0.44
Feb-92,412.56,1.02,1.34,138.6,0.073400,353.1,812,0.41
Mar-92,407.36,1.03,1.35,139.3,0.075400,341.7,813,0.47
Apr-92,407.41,1.03,1.37,139.5,0.074800,336.35,814,0.23
May-92,414.81,1.03,1.4,139.7,0.073900,337.5,815,0.32
Jun-92,408.27,1.03,1.42,140.2,0.072600,343.4,816,0.25
Jul-92,415.05,1.03,1.45,140.5,0.068400,357.85,817,0.11
Aug-92,417.93,1.03,1.48,140.9,0.065900,340,818,0.07
Sep-92,418.48,1.03,1.5,141.3,0.064200,349,819,-0.01
Oct-92,412.5,1.03,1.53,141.8,0.065900,339.25,820,0.08
Nov-92,422.84,1.03,1.56,142,0.068700,334.2,821,0.03
Dec-92,435.64,1.03,1.59,141.9,0.067700,332.9,822,0.21
Jan-93,435.23,1.03,1.61,142.6,0.066000,330.45,557,0.37
Feb-93,441.7,1.04,1.63,143.1,0.062600,327.6,558,0.38
Mar-93,450.16,1.04,1.65,143.6,0.059800,337.8,559,0.36
Apr-93,443.08,1.04,1.64,144,0.059700,354.3,560,0.26
May-93,445.25,1.04,1.63,144.2,0.060400,377.45,561,0.27
Jun-93,448.06,1.04,1.61,144.4,0.059600,378.45,562,0.25
Jul-93,447.29,1.04,1.64,144.4,0.058100,401.75,563,0.27
Aug-93,454.13,1.04,1.67,144.8,0.056800,371.55,564,0.13
Sep-93,459.24,1.04,1.7,145.1,0.053600,355.5,565,0.1
Oct-93,463.9,1.05,1.74,145.7,0.053300,369.6,566,0.22
Nov-93,462.89,1.05,1.78,145.8,0.057200,370.9,567,0.06
Dec-93,465.95,1.05,1.82,145.8,0.057700,391.75,568,0.16
Jan-94,472.99,1.05,1.85,146.2,0.057500,377.9,569,0.27
Feb-94,471.58,1.06,1.87,146.7,0.059700,381.55,570,0.02
Mar-94,463.81,1.06,1.89,147.2,0.064800,389.2,571,0.27
Apr-94,447.23,1.06,1.96,147.4,0.069700,376.45,572,0.4
May-94,450.9,1.07,2.03,147.5,0.071800,387.6,573,0.28
Jun-94,454.83,1.07,2.1,148,0.071000,388.25,574,0.42
Jul-94,451.4,1.07,2.16,148.4,0.073000,384,575,0.3
Aug-94,464.24,1.08,2.22,149,0.072400,385.75,576,0.21
Sep-94,466.96,1.08,2.28,149.4,0.074600,394.85,577,0.28
Oct-94,463.81,1.08,2.37,149.5,0.077400,383.85,578,0.41
Nov-94,461.01,1.09,2.46,149.7,0.079600,383.1,579,0.46
Dec-94,455.19,1.1,2.55,149.7,0.078100,383.25,580,0.36
Jan-95,465.25,1.1,2.6,150.3,0.077800,374.9,581,0.5
Feb-95,481.92,1.1,2.66,150.9,0.074700,376.4,582,0.78
Mar-95,493.15,1.1,2.71,151.4,0.072000,392,583,0.45
Apr-95,507.91,1.1,2.76,151.9,0.070600,389.75,584,0.47
May-95,523.81,1.11,2.82,152.2,0.066300,384.3,585,0.26
Jun-95,539.35,1.11,2.87,152.5,0.061700,387.05,586,0.41
Jul-95,557.37,1.12,2.89,152.5,0.062800,383.35,587,0.48
Aug-95,559.11,1.13,2.91,152.9,0.064900,382.35,588,0.45
Sep-95,578.77,1.13,2.93,153.2,0.062000,384,589,0.32
Oct-95,582.92,1.14,2.9,153.7,0.060400,382.65,590,0.47
Nov-95,595.53,1.14,2.86,153.6,0.059300,387.8,591,0.45
Dec-95,614.57,1.15,2.83,153.5,0.057100,387,592,0.28
Jan-96,614.42,1.16,2.83,154.4,0.056500,405.55,593,0.25
Feb-96,649.54,1.17,2.83,154.9,0.058100,400.65,594,0.48
Mar-96,647.07,1.18,2.84,155.7,0.062700,396.35,595,0.32
Apr-96,647.17,1.18,2.86,156.3,0.065100,391.3,596,0.36
May-96,661.23,1.18,2.89,156.6,0.067400,390.55,597,0.26
Jun-96,668.5,1.19,2.91,156.7,0.069100,382,598,0.25
Jul-96,644.07,1.2,2.94,157,0.068700,385.3,599,0.35
Aug-96,662.68,1.21,2.97,157.3,0.066400,386.45,600,0.48
Sep-96,674.88,1.22,3,157.8,0.068300,379,601,0.25
Oct-96,701.46,1.23,3.08,158.3,0.065300,379.5,602,0.18
Nov-96,735.67,1.24,3.15,158.6,0.062000,371.3,603,0.41
Dec-96,743.25,1.24,3.23,158.6,0.063000,369.25,604,0.4
Jan-97,766.22,1.25,3.27,159.1,0.065800,345.5,605,0.31
Feb-97,798.39,1.25,3.31,159.6,0.064200,358.6,606,0.38
Mar-97,792.16,1.26,3.35,160,0.066900,348.15,607,0.53
Apr-97,763.93,1.26,3.36,160.2,0.068900,340.15,608,0.35
May-97,833.09,1.26,3.37,160.1,0.067100,345.6,609,0.36
Jun-97,876.29,1.26,3.38,160.3,0.064900,334.55,610,0.53
Jul-97,925.29,1.27,3.38,160.5,0.062200,326.35,611,0.34
Aug-97,927.24,1.27,3.38,160.8,0.063000,325.35,612,0.4
Sep-97,937.02,1.28,3.39,161.2,0.062100,332.1,613,0.53
Oct-97,951.16,1.28,3.36,161.6,0.060300,311.4,614,0.62
Nov-97,938.92,1.29,3.34,161.5,0.058800,296.8,615,0.64
Dec-97,962.37,1.29,3.31,161.3,0.058100,290.2,616,0.59
Jan-98,963.36,1.3,3.31,161.6,0.055400,304.85,617,0.6
Feb-98,1023.74,1.3,3.3,161.9,0.055700,297.4,618,0.9
Mar-98,1076.83,1.3,3.3,162.2,0.056500,301,619,0.63
Apr-98,1112.2,1.31,3.28,162.5,0.056400,310.7,620,0.63
May-98,1108.42,1.32,3.26,162.8,0.056500,293.6,621,0.69
Jun-98,1108.39,1.33,3.25,163,0.055000,296.3,622,0.77
Jul-98,1156.58,1.33,3.22,163.2,0.054600,288.85,623,0.68
Aug-98,1074.62,1.34,3.2,163.4,0.053400,273.4,624,0.66
Sep-98,1020.64,1.35,3.17,163.6,0.048100,293.85,625,0.42
Oct-98,1032.47,1.35,3.16,164,0.045300,292.3,626,0.44
Nov-98,1144.43,1.35,3.15,164,0.048300,294.7,627,0.49
Dec-98,1190.05,1.35,3.14,163.9,0.046500,287.8,628,0.56
Jan-99,1248.77,1.36,3.16,164.3,0.047200,285.4,629,0.48
Feb-99,1246.58,1.36,3.18,164.5,0.050000,287.05,630,0.65
Mar-99,1281.66,1.37,3.2,165,0.052300,279.45,631,0.34
Apr-99,1334.76,1.37,3.27,166.2,0.051800,286.6,632,0.32
May-99,1332.07,1.37,3.35,166.2,0.055400,268.6,633,0.31
Jun-99,1322.55,1.37,3.42,166.2,0.059000,261,634,0.37
Jul-99,1380.99,1.38,3.5,166.7,0.057900,255.6,635,0.37
Aug-99,1327.49,1.38,3.58,167.1,0.059400,254.8,636,0.31
Sep-99,1318.17,1.39,3.66,167.9,0.059200,299,637,0.41
Oct-99,1300.01,1.39,3.78,168.2,0.061100,299.1,638,0.39
Nov-99,1391,1.39,3.9,168.3,0.060300,291.35,639,0.38
Dec-99,1428.68,1.39,4.01,168.3,0.062800,290.25,640,0.43
Jan-00,1425.59,1.39,4.09,168.8,0.066600,283.3,641,0.24
Feb-00,1388.87,1.39,4.17,169.8,0.065200,293.65,642,0.56
Mar-00,1442.21,1.4,4.25,171.2,0.062600,276.75,643,0.57
Apr-00,1461.36,1.4,4.27,171.3,0.059900,275.05,644,0.57
May-00,1418.48,1.39,4.3,171.5,0.064400,272.25,645,0.36
Jun-00,1461.96,1.39,4.33,172.4,0.061000,288.15,646,0.41
Jul-00,1473,1.38,4.38,172.8,0.060500,276.75,647,0.38
Aug-00,1485.46,1.37,4.43,172.8,0.058300,277,648,0.42
Sep-00,1468.05,1.36,4.48,173.7,0.058000,273.65,649,0.4
Oct-00,1390.14,1.36,4.37,174,0.057400,264.5,650,0.28
Nov-00,1378.04,1.36,4.27,174.1,0.057200,269.1,651,0.32
Dec-00,1330.93,1.36,4.17,174,0.052400,274.45,652,0.29
Jan-01,1335.63,1.35,4.04,175.1,0.051600,264.5,654,0.42
Feb-01,1305.75,1.34,3.91,175.8,0.051000,266.7,655,0.44
Mar-01,1185.85,1.33,3.79,176.2,0.048900,257.7,656,0.56
Apr-01,1189.84,1.32,3.55,176.9,0.051400,263.15,657,0.5
May-01,1270.37,1.32,3.31,177.7,0.053900,267.5,658,0.56
Jun-01,1238.71,1.31,3.07,178,0.052800,270.6,659,0.54
Jul-01,1204.45,1.31,2.83,177.5,0.052400,265.9,660,0.6
Aug-01,1178.5,1.31,2.59,177.5,0.049700,273,661,0.48
Sep-01,1044.64,1.31,2.36,178.3,0.047300,293.1,662,0.54
Oct-01,1076.59,1.31,2.26,177.7,0.045700,278.75,663,0.5
Nov-01,1129.68,1.31,2.16,177.4,0.046500,275.5,664,0.7
Dec-01,1144.93,1.31,2.06,176.7,0.050900,276.5,665,0.55
Jan-02,1140.21,1.31,2.06,177.1,0.050400,282.3,666,0.75
Feb-02,1100.67,1.31,2.06,177.8,0.049100,296.85,667,0.75
Mar-02,1153.79,1.31,2.06,178.8,0.052800,301.4,668,0.9
Apr-02,1111.93,1.32,2.12,179.8,0.052100,308.2,669,0.56
May-02,1079.25,1.33,2.17,179.8,0.051600,326.6,670,0.64
Jun-02,1014.02,1.34,2.23,179.9,0.049300,318.5,671,0.55
Jul-02,903.59,1.33,2.32,180.1,0.046500,304.65,672,0.61
Aug-02,912.55,1.32,2.41,180.7,0.042600,312.8,673,0.53
Sep-02,867.81,1.32,2.5,181,0.038700,323.7,674,0.62
Oct-02,854.63,1.32,2.44,181.3,0.039400,316.9,675,0.55
Nov-02,909.93,1.33,2.37,181.3,0.040500,319.05,676,0.58
Dec-02,899.18,1.34,2.3,180.9,0.040300,347.2,677,0.44
Jan-03,895.84,1.34,2.38,181.7,0.040500,367.5,678,0.73
Feb-03,837.03,1.35,2.45,183.1,0.039000,347.45,679,0.55
Mar-03,846.63,1.35,2.53,184.2,0.038100,334.85,680,0.58
Apr-03,890.03,1.35,2.64,183.8,0.039600,336.75,681,0.53
May-03,935.96,1.35,2.76,183.5,0.035700,361.4,682,0.61
Jun-03,988,1.35,2.88,183.7,0.033300,346,683,0.48
Jul-03,992.54,1.36,2.99,183.9,0.039800,354.75,684,0.53
Aug-03,989.53,1.37,3.1,184.6,0.044500,375.6,685,0.65
Sep-03,1019.44,1.38,3.22,185.2,0.042700,388,686,0.64
Oct-03,1038.73,1.4,3.5,185,0.042900,386.25,687,0.74
Nov-03,1049.9,1.43,3.78,184.5,0.043000,398.35,688,0.52
Dec-03,1080.64,1.45,4.06,184.3,0.042700,416.25,689,0.73
Jan-04,1132.52,1.47,4.15,185.2,0.041500,399.75,690,0.59
Feb-04,1143.36,1.48,4.24,186.2,0.040800,395.85,691,0.72
Mar-04,1123.98,1.5,4.33,187.4,0.038300,423.7,692,0.65
Apr-04,1133.36,1.52,4.45,188,0.043500,388.5,693,0.63
May-04,1102.78,1.53,4.56,189.1,0.047200,393.25,694,0.39
Jun-04,1132.76,1.55,4.68,189.7,0.047300,395.8,695,0.43
Jul-04,1105.85,1.57,4.72,189.4,0.045000,391.4,696,0.24
Aug-04,1088.94,1.58,4.77,189.5,0.042800,407.25,697,0.43
Sep-04,1117.66,1.6,4.81,189.9,0.041300,415.65,698,0.5
Oct-04,1117.21,1.6,4.84,190.9,0.041000,425.55,699,0.64
Nov-04,1168.94,1.61,4.86,191,0.041900,453.4,700,0.7
Dec-04,1199.21,1.62,4.88,190.3,0.042300,435.6,701,0.5
Jan-05,1181.41,1.64,4.93,190.7,0.042200,422.15,702,0.71
Feb-05,1199.63,1.66,4.97,191.8,0.041700,435.45,703,0.57
Mar-05,1194.9,1.69,5.02,193.3,0.045000,427.5,704,0.71
Apr-05,1164.43,1.71,5.1,194.6,0.043400,435.7,705,0.67
May-05,1178.28,1.72,5.19,194.4,0.041400,414.45,706,0.62
Jun-05,1202.25,1.74,5.27,194.5,0.040000,437.1,707,0.66
Jul-05,1222.24,1.76,5.36,195.4,0.041800,429,708,0.64
Aug-05,1224.27,1.77,5.45,196.4,0.042600,433.25,709,0.6
Sep-05,1225.92,1.79,5.54,198.8,0.042000,473.25,710,0.74
